id,product_id,store_id,sku,barcode,price,stock,stock_management,created_at,updated_at,min_stock,values,image_url
114021723,43864514,1034705,,,600.00,2,true,2026-03-19 04:00:57.394905+00,2026-03-19 04:00:57.294+00,5,"[{""pt"": ""12\""""}, {""pt"": ""Verde""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod1-7be7a8449e1345f67c15755672036364-480-011-7bf25d49b9c666500316214396333192-1024-1024.jpg
114022084,43864654,1034705,,,330.00,0,true,2026-03-19 04:00:58.384413+00,2026-03-19 04:00:58.301+00,5,"[{""pt"": ""12\""""}, {""pt"": ""Preto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod1-7be7a8449e1345f67c15755672036364-480-01-7bf25d49b9c666500316214394569488-1024-1024.jpg
114022085,43864654,1034705,,,330.00,0,true,2026-03-19 04:00:58.384413+00,2026-03-19 04:00:58.301+00,5,"[{""pt"": ""12\""""}, {""pt"": ""Azul""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod1-7be7a8449e1345f67c15755672036364-480-01-7bf25d49b9c666500316214394569488-1024-1024.jpg
114022086,43864654,1034705,,,330.00,0,true,2026-03-19 04:00:58.384413+00,2026-03-19 04:00:58.301+00,5,"[{""pt"": ""12\""""}, {""pt"": ""Dourado""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod1-7be7a8449e1345f67c15755672036364-480-01-7bf25d49b9c666500316214394569488-1024-1024.jpg
114022087,43864654,1034705,,,330.00,2,true,2026-03-19 04:00:58.384413+00,2026-03-19 04:00:58.301+00,5,"[{""pt"": ""12\""""}, {""pt"": ""Vermelho""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod1-7be7a8449e1345f67c15755672036364-480-01-7bf25d49b9c666500316214394569488-1024-1024.jpg
114022088,43864654,1034705,,,330.00,0,true,2026-03-19 04:00:58.384413+00,2026-03-19 04:00:58.301+00,5,"[{""pt"": ""12\""""}, {""pt"": ""Verde""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-stabilzer-18mm-side-rod1-7be7a8449e1345f67c15755672036364-480-01-7bf25d49b9c666500316214394569488-1024-1024.jpg
114022612,43864841,1034705,,,560.00,7,true,2026-03-19 04:00:58.919597+00,2026-03-19 04:00:58.828+00,5,"[{""pt"": ""Preto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/x10-compound-v-bar-with-quick-disconnect-one-side-preto11-238cb56cba65c0cb2816182370573183-1024-1024.jpg
114023094,43865170,1034705,,,35.00,11,true,2026-03-19 04:00:59.395574+00,2026-03-19 04:00:59.31+00,5,"[{""pt"": ""Verde""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/image-00211-0b4e345a667d81dda215755677259806-1024-1024.jpg
114023095,43865170,1034705,,,35.00,16,true,2026-03-19 04:00:59.395574+00,2026-03-19 04:00:59.31+00,5,"[{""pt"": ""Vermelho""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/image-00211-0b4e345a667d81dda215755677259806-1024-1024.jpg
114023096,43865170,1034705,,,35.00,19,true,2026-03-19 04:00:59.395574+00,2026-03-19 04:00:59.31+00,5,"[{""pt"": ""Preto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/image-00211-0b4e345a667d81dda215755677259806-1024-1024.jpg
114023097,43865170,1034705,,,35.00,18,true,2026-03-19 04:00:59.395574+00,2026-03-19 04:00:59.31+00,5,"[{""pt"": ""Azul""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/image-00211-0b4e345a667d81dda215755677259806-1024-1024.jpg
114023098,43865170,1034705,,,35.00,15,true,2026-03-19 04:00:59.395574+00,2026-03-19 04:00:59.31+00,5,"[{""pt"": ""Rosa""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/image-00211-0b4e345a667d81dda215755677259806-1024-1024.jpg
114023517,43865350,1034705,,,430.00,11,true,2026-03-19 04:00:59.877415+00,2026-03-19 04:00:59.787+00,5,"[{""pt"": ""Preto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/x9-compound-arrow-rest-preto1-95e740fbcc9bfd82e916182333546341-1024-1024.jpg
186376938,43865350,1034705,,,430.00,0,true,2026-03-19 04:00:59.877415+00,2026-03-19 04:00:59.787+00,5,"[{""pt"": ""Azul""}]",
186376939,43865350,1034705,,,430.00,0,true,2026-03-19 04:00:59.877415+00,2026-03-19 04:00:59.787+00,5,"[{""pt"": ""Dourado""}]",
186376941,43865350,1034705,,,430.00,0,true,2026-03-19 04:00:59.877415+00,2026-03-19 04:00:59.787+00,5,"[{""pt"": ""Verde""}]",
186376942,43865350,1034705,,,430.00,0,true,2026-03-19 04:00:59.877415+00,2026-03-19 04:00:59.787+00,5,"[{""pt"": ""Vermelho""}]",
186383522,61579707,1034705,,,65.00,1,true,2026-03-19 04:01:00.362795+00,2026-03-19 04:01:00.27+00,5,[],
186390751,61581560,1034705,,,80.00,4,true,2026-03-19 04:01:00.868997+00,2026-03-19 04:01:00.77+00,5,[],
186462532,61599567,1034705,,,40.50,646,true,2026-03-19 04:01:02.373226+00,2026-03-19 04:01:02.29+00,5,[],
186464944,61600155,1034705,,,55.00,0,true,2026-03-19 04:01:02.885498+00,2026-03-19 04:01:02.769+00,5,[],
186467415,61600826,1034705,,,99.00,0,true,2026-03-19 04:01:03.399128+00,2026-03-19 04:01:03.314+00,5,[],
186470840,61601542,1034705,,,49.00,33,true,2026-03-19 04:01:03.893743+00,2026-03-19 04:01:03.813+00,5,[],
186471635,61601758,1034705,,,60.00,38,true,2026-03-19 04:01:04.416492+00,2026-03-19 04:01:04.325+00,5,[],
186478434,61603088,1034705,,,215.00,7,true,2026-03-19 04:01:04.911252+00,2026-03-19 04:01:04.824+00,5,"[{""pt"": ""Preto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/apoios-avalon-cores1-42808c57d770e7c3f415986391121750-1024-1024.png
186478435,61603088,1034705,,,215.00,5,true,2026-03-19 04:01:04.911252+00,2026-03-19 04:01:04.824+00,5,"[{""pt"": ""Cinza""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/apoios-avalon-cores1-42808c57d770e7c3f415986391121750-1024-1024.png
186478436,61603088,1034705,,,215.00,7,true,2026-03-19 04:01:04.911252+00,2026-03-19 04:01:04.824+00,5,"[{""pt"": ""Vermelho""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/apoios-avalon-cores1-42808c57d770e7c3f415986391121750-1024-1024.png
186478437,61603088,1034705,,,215.00,5,true,2026-03-19 04:01:04.911252+00,2026-03-19 04:01:04.824+00,5,"[{""pt"": ""Azul""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/apoios-avalon-cores1-42808c57d770e7c3f415986391121750-1024-1024.png
186480109,61603623,1034705,,,67.00,0,true,2026-03-19 04:01:05.402578+00,2026-03-19 04:01:05.314+00,5,[],
186483711,61604697,1034705,,,140.00,3,true,2026-03-19 04:01:05.907646+00,2026-03-19 04:01:05.818+00,5,"[{""pt"": ""Verde""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bow-stand1-a6ae84ed586bb2692315986397398469-1024-1024.png
186483713,61604697,1034705,,,140.00,5,true,2026-03-19 04:01:05.907646+00,2026-03-19 04:01:05.818+00,5,"[{""pt"": ""Azul""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bow-stand1-a6ae84ed586bb2692315986397398469-1024-1024.png
186483715,61604697,1034705,,,140.00,6,true,2026-03-19 04:01:05.907646+00,2026-03-19 04:01:05.818+00,5,"[{""pt"": ""Laranja""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bow-stand1-a6ae84ed586bb2692315986397398469-1024-1024.png
186483716,61604697,1034705,,,140.00,0,true,2026-03-19 04:01:05.907646+00,2026-03-19 04:01:05.818+00,5,"[{""pt"": ""Preto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bow-stand1-a6ae84ed586bb2692315986397398469-1024-1024.png
186489952,61606409,1034705,,,155.00,4,true,2026-03-19 04:01:06.408948+00,2026-03-19 04:01:06.321+00,5,"[{""pt"": ""Azul""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bolso-aljava1-215ccd35d17931537215986404614026-1024-1024.png
186489953,61606409,1034705,,,155.00,2,true,2026-03-19 04:01:06.408948+00,2026-03-19 04:01:06.321+00,5,"[{""pt"": ""Cinza""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bolso-aljava1-215ccd35d17931537215986404614026-1024-1024.png
186489954,61606409,1034705,,,155.00,1,true,2026-03-19 04:01:06.408948+00,2026-03-19 04:01:06.321+00,5,"[{""pt"": ""Verde""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bolso-aljava1-215ccd35d17931537215986404614026-1024-1024.png
186489955,61606409,1034705,,,155.00,3,true,2026-03-19 04:01:06.408948+00,2026-03-19 04:01:06.321+00,5,"[{""pt"": ""Laranja""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bolso-aljava1-215ccd35d17931537215986404614026-1024-1024.png
186489956,61606409,1034705,,,155.00,6,true,2026-03-19 04:01:06.408948+00,2026-03-19 04:01:06.321+00,5,"[{""pt"": ""Roxo""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bolso-aljava1-215ccd35d17931537215986404614026-1024-1024.png
186489958,61606409,1034705,,,155.00,6,true,2026-03-19 04:01:06.408948+00,2026-03-19 04:01:06.321+00,5,"[{""pt"": ""Vermelho""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bolso-aljava1-215ccd35d17931537215986404614026-1024-1024.png
186489960,61606409,1034705,,,155.00,5,true,2026-03-19 04:01:06.408948+00,2026-03-19 04:01:06.321+00,5,"[{""pt"": ""Branco""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bolso-aljava1-215ccd35d17931537215986404614026-1024-1024.png
186489961,61606409,1034705,,,155.00,4,true,2026-03-19 04:01:06.408948+00,2026-03-19 04:01:06.321+00,5,"[{""pt"": ""Turquesa""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/bolso-aljava1-215ccd35d17931537215986404614026-1024-1024.png
186535613,61617091,1034705,,,102.00,21,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Vermelho""}]",
186535614,61617091,1034705,,,102.00,31,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Preto""}]",
186535615,61617091,1034705,,,102.00,21,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Rosa""}]",
186535616,61617091,1034705,,,102.00,22,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Turquesa""}]",
186535618,61617091,1034705,,,102.00,18,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Azul""}]",
186535619,61617091,1034705,,,102.00,19,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Cinza""}]",
186535620,61617091,1034705,,,102.00,27,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Roxo""}]",
186535621,61617091,1034705,,,102.00,19,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Laranja""}]",
186535622,61617091,1034705,,,102.00,16,true,2026-03-19 04:01:07.407557+00,2026-03-19 04:01:07.3+00,5,"[{""pt"": ""Verde""}]",
186544572,61619184,1034705,,,194.00,6,true,2026-03-19 04:01:07.888493+00,2026-03-19 04:01:07.806+00,5,[],
186891521,61663344,1034705,,,69.00,0,true,2026-03-19 04:01:08.37903+00,2026-03-19 04:01:08.28+00,5,[],
186893469,61663735,1034705,,,82.00,0,true,2026-03-19 04:01:08.865392+00,2026-03-19 04:01:08.782+00,5,[],
186894695,61663957,1034705,,,90.00,10,true,2026-03-19 04:01:09.330741+00,2026-03-19 04:01:09.242+00,5,[],
186896530,61664224,1034705,,,183.00,15,true,2026-03-19 04:01:09.885381+00,2026-03-19 04:01:09.805+00,5,[],
188405957,61902503,1034705,,,97.00,0,true,2026-03-19 04:01:10.368851+00,2026-03-19 04:01:10.286+00,5,"[{""pt"": ""Preto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/dumper11-ac4ba89a6289f92f1d15989783062811-1024-1024.png
188405958,61902503,1034705,,,97.00,0,true,2026-03-19 04:01:10.368851+00,2026-03-19 04:01:10.286+00,5,"[{""pt"": ""Azul""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/dumper11-ac4ba89a6289f92f1d15989783062811-1024-1024.png
188405959,61902503,1034705,,,97.00,0,true,2026-03-19 04:01:10.368851+00,2026-03-19 04:01:10.286+00,5,"[{""pt"": ""Cinza""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/dumper11-ac4ba89a6289f92f1d15989783062811-1024-1024.png
188405960,61902503,1034705,,,97.00,0,true,2026-03-19 04:01:10.368851+00,2026-03-19 04:01:10.286+00,5,"[{""pt"": ""Verde""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/dumper11-ac4ba89a6289f92f1d15989783062811-1024-1024.png
188405962,61902503,1034705,,,97.00,0,true,2026-03-19 04:01:10.368851+00,2026-03-19 04:01:10.286+00,5,"[{""pt"": ""Roxo""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/dumper11-ac4ba89a6289f92f1d15989783062811-1024-1024.png
188405963,61902503,1034705,,,97.00,0,true,2026-03-19 04:01:10.368851+00,2026-03-19 04:01:10.286+00,5,"[{""pt"": ""Laranja""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/dumper11-ac4ba89a6289f92f1d15989783062811-1024-1024.png
188405964,61902503,1034705,,,97.00,0,true,2026-03-19 04:01:10.368851+00,2026-03-19 04:01:10.286+00,5,"[{""pt"": ""Vermelho""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/dumper11-ac4ba89a6289f92f1d15989783062811-1024-1024.png
202149131,63829523,1034705,,,115.00,4,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""PP""}, {""pt"": ""Verde""}, {""pt"": ""Destro""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-800-front1-9646054f1184eaeca716006267088256-1024-1024.png
202149132,63829523,1034705,,,115.00,1,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""PP""}, {""pt"": ""Verde""}, {""pt"": ""Canhoto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-800-front1-9646054f1184eaeca716006267088256-1024-1024.png
202149144,63829523,1034705,,,115.00,10,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""P""}, {""pt"": ""Dourado""}, {""pt"": ""Destro""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-810-front1-51a40a828490ae916116006267084566-1024-1024.png
202149145,63829523,1034705,,,115.00,2,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""P""}, {""pt"": ""Dourado""}, {""pt"": ""Canhoto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-810-front1-51a40a828490ae916116006267084566-1024-1024.png
202149155,63829523,1034705,,,115.00,0,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""M""}, {""pt"": ""Vermelho""}, {""pt"": ""Destro""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-820-front1-320dca2460695694f716006267085757-1024-1024.png
202149156,63829523,1034705,,,115.00,4,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""M""}, {""pt"": ""Vermelho""}, {""pt"": ""Canhoto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-820-front1-320dca2460695694f716006267085757-1024-1024.png
202149167,63829523,1034705,,,115.00,0,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""G""}, {""pt"": ""Azul""}, {""pt"": ""Destro""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-830-front1-403b93429780d5ff8316006267086281-1024-1024.png
202149168,63829523,1034705,,,115.00,1,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""G""}, {""pt"": ""Azul""}, {""pt"": ""Canhoto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-830-front1-403b93429780d5ff8316006267086281-1024-1024.png
202149178,63829523,1034705,,,115.00,3,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""GG""}, {""pt"": ""Cinza""}, {""pt"": ""Destro""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-840-front1-498c6c472758c731c416006267086777-1024-1024.png
202149179,63829523,1034705,,,115.00,4,true,2026-03-19 04:01:11.351754+00,2026-03-19 04:01:11.27+00,5,"[{""pt"": ""GG""}, {""pt"": ""Cinza""}, {""pt"": ""Canhoto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/tbb-a-sl820-840-front1-498c6c472758c731c416006267086777-1024-1024.png
202187291,63832692,1034705,,,846.00,1,true,2026-03-19 04:01:12.867476+00,2026-03-19 04:01:12.738+00,5,"[{""pt"": ""400""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/flecha-classic-completa-avalon1-e41130f50a8876cad016006306399370-1024-1024.png
202187292,63832692,1034705,,,846.00,0,true,2026-03-19 04:01:12.867476+00,2026-03-19 04:01:12.738+00,5,"[{""pt"": ""500""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/flecha-classic-completa-avalon1-e41130f50a8876cad016006306399370-1024-1024.png
202187294,63832692,1034705,,,846.00,0,true,2026-03-19 04:01:12.867476+00,2026-03-19 04:01:12.738+00,5,"[{""pt"": ""600""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/flecha-classic-completa-avalon1-e41130f50a8876cad016006306399370-1024-1024.png
202187295,63832692,1034705,,,846.00,0,true,2026-03-19 04:01:12.867476+00,2026-03-19 04:01:12.738+00,5,"[{""pt"": ""700""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/flecha-classic-completa-avalon1-e41130f50a8876cad016006306399370-1024-1024.png
202187296,63832692,1034705,,,846.00,0,true,2026-03-19 04:01:12.867476+00,2026-03-19 04:01:12.738+00,5,"[{""pt"": ""800""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/flecha-classic-completa-avalon1-e41130f50a8876cad016006306399370-1024-1024.png
202187297,63832692,1034705,,,846.00,4,true,2026-03-19 04:01:12.867476+00,2026-03-19 04:01:12.738+00,5,"[{""pt"": ""900""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/flecha-classic-completa-avalon1-e41130f50a8876cad016006306399370-1024-1024.png
202187299,63832692,1034705,,,846.00,49,true,2026-03-19 04:01:12.867476+00,2026-03-19 04:01:12.738+00,5,"[{""pt"": ""1000""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/flecha-classic-completa-avalon1-e41130f50a8876cad016006306399370-1024-1024.png
228639876,66344692,1034705,,,220.00,0,true,2026-03-19 04:01:13.344945+00,2026-03-19 04:01:13.255+00,5,"[{""pt"": ""4X""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/lente-4x-frente1-aa17ac22511fd9b24116032295178281-1024-1024.jpg
228639877,66344692,1034705,,,220.00,0,true,2026-03-19 04:01:13.344945+00,2026-03-19 04:01:13.255+00,5,"[{""pt"": ""6X""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/lente-6x-frente1-5f8d6768f699cf122416032295180607-1024-1024.jpg
228662395,66350528,1034705,,,766.00,1,true,2026-03-19 04:01:14.281437+00,2026-03-19 04:01:14.201+00,5,"[{""pt"": ""Preto""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/case-composto-avalon-classic-preto1-7100b3212e537e0df616032335781691-1024-1024.jpg
228662397,66350528,1034705,,,766.00,1,true,2026-03-19 04:01:14.281437+00,2026-03-19 04:01:14.201+00,5,"[{""pt"": ""Vermelho""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/case-composto-avalon-classic-vermelho1-6ff7a19b7cab4f6e0f16032335797508-1024-1024.jpg
228662398,66350528,1034705,,,766.00,0,true,2026-03-19 04:01:14.281437+00,2026-03-19 04:01:14.201+00,5,"[{""pt"": ""Azul""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/case-composto-avalon-classic-azul1-6677d3342e54b2d8da16032335797165-1024-1024.jpg
229090453,66458280,1034705,,,74.00,40,true,2026-03-19 04:01:15.739761+00,2026-03-19 04:01:15.659+00,5,"[{""pt"": ""Azul""}]",https://acdn-us.mitiendanube.com/stores/001/034/705/products/regua-t-azul1-eecc8d15c47fbbeaa816033175437833-1024-1024.jpg
